,accuracy,frequency,configuration,frequency_start,frequency_end,subject,classifier
57,0.575,9.5,1Hz width 11 channels,9,10,10,combined
58,0.5625,9.5,1Hz width 11 channels,9,10,10,combined
59,0.5,9.5,1Hz width 11 channels,9,10,10,combined
60,0.6,10.5,1Hz width 11 channels,10,11,10,combined
61,0.5125,10.5,1Hz width 11 channels,10,11,10,combined
62,0.6,10.5,1Hz width 11 channels,10,11,10,combined
63,0.55,10.5,1Hz width 11 channels,10,11,10,combined
64,0.6375,10.5,1Hz width 11 channels,10,11,10,combined
65,0.5375,10.5,1Hz width 11 channels,10,11,10,combined
66,0.6625,10.5,1Hz width 11 channels,10,11,10,combined
67,0.5875,10.5,1Hz width 11 channels,10,11,10,combined
68,0.575,10.5,1Hz width 11 channels,10,11,10,combined
69,0.6125,10.5,1Hz width 11 channels,10,11,10,combined
70,0.6625,11.5,1Hz width 11 channels,11,12,10,combined
71,0.6375,11.5,1Hz width 11 channels,11,12,10,combined
72,0.625,11.5,1Hz width 11 channels,11,12,10,combined
73,0.6125,11.5,1Hz width 11 channels,11,12,10,combined
74,0.6375,11.5,1Hz width 11 channels,11,12,10,combined
75,0.6625,11.5,1Hz width 11 channels,11,12,10,combined
76,0.65,11.5,1Hz width 11 channels,11,12,10,combined
77,0.7,11.5,1Hz width 11 channels,11,12,10,combined
78,0.6375,11.5,1Hz width 11 channels,11,12,10,combined
79,0.6375,11.5,1Hz width 11 channels,11,12,10,combined
80,0.6125,12.5,1Hz width 11 channels,12,13,10,combined
81,0.5875,12.5,1Hz width 11 channels,12,13,10,combined
82,0.7125,12.5,1Hz width 11 channels,12,13,10,combined
83,0.6375,12.5,1Hz width 11 channels,12,13,10,combined
84,0.675,12.5,1Hz width 11 channels,12,13,10,combined
85,0.5625,12.5,1Hz width 11 channels,12,13,10,combined
86,0.6375,12.5,1Hz width 11 channels,12,13,10,combined
87,0.675,12.5,1Hz width 11 channels,12,13,10,combined
88,0.5875,12.5,1Hz width 11 channels,12,13,10,combined
89,0.575,12.5,1Hz width 11 channels,12,13,10,combined
90,0.5625,13.5,1Hz width 11 channels,13,14,10,combined
91,0.4375,13.5,1Hz width 11 channels,13,14,10,combined
92,0.5625,13.5,1Hz width 11 channels,13,14,10,combined
93,0.55,13.5,1Hz width 11 channels,13,14,10,combined
94,0.4875,13.5,1Hz width 11 channels,13,14,10,combined
95,0.5125,13.5,1Hz width 11 channels,13,14,10,combined
96,0.5375,13.5,1Hz width 11 channels,13,14,10,combined
97,0.575,13.5,1Hz width 11 channels,13,14,10,combined
98,0.5375,13.5,1Hz width 11 channels,13,14,10,combined
99,0.65,13.5,1Hz width 11 channels,13,14,10,combined
100,0.6125,14.5,1Hz width 11 channels,14,15,10,combined
101,0.5125,14.5,1Hz width 11 channels,14,15,10,combined
102,0.525,14.5,1Hz width 11 channels,14,15,10,combined
103,0.55,14.5,1Hz width 11 channels,14,15,10,combined
104,0.5,14.5,1Hz width 11 channels,14,15,10,combined
105,0.475,14.5,1Hz width 11 channels,14,15,10,combined
106,0.475,14.5,1Hz width 11 channels,14,15,10,combined
107,0.4875,14.5,1Hz width 11 channels,14,15,10,combined
108,0.5625,14.5,1Hz width 11 channels,14,15,10,combined
109,0.4875,14.5,1Hz width 11 channels,14,15,10,combined
110,0.55,15.5,1Hz width 11 channels,15,16,10,combined
111,0.575,15.5,1Hz width 11 channels,15,16,10,combined
112,0.4875,15.5,1Hz width 11 channels,15,16,10,combined
113,0.5,15.5,1Hz width 11 channels,15,16,10,combined
114,0.575,15.5,1Hz width 11 channels,15,16,10,combined
115,0.6125,15.5,1Hz width 11 channels,15,16,10,combined
116,0.6,15.5,1Hz width 11 channels,15,16,10,combined
117,0.475,15.5,1Hz width 11 channels,15,16,10,combined
118,0.5125,15.5,1Hz width 11 channels,15,16,10,combined
119,0.5125,15.5,1Hz width 11 channels,15,16,10,combined
120,0.525,5.5,3Hz width 11 channels,4,7,10,combined
121,0.575,5.5,3Hz width 11 channels,4,7,10,combined
122,0.4,5.5,3Hz width 11 channels,4,7,10,combined
123,0.4625,5.5,3Hz width 11 channels,4,7,10,combined
124,0.525,5.5,3Hz width 11 channels,4,7,10,combined
125,0.5125,5.5,3Hz width 11 channels,4,7,10,combined
126,0.4625,5.5,3Hz width 11 channels,4,7,10,combined
127,0.5,5.5,3Hz width 11 channels,4,7,10,combined
128,0.4625,5.5,3Hz width 11 channels,4,7,10,combined
129,0.525,5.5,3Hz width 11 channels,4,7,10,combined
130,0.55,7.5,3Hz width 11 channels,6,9,10,combined
131,0.5875,7.5,3Hz width 11 channels,6,9,10,combined
132,0.4125,7.5,3Hz width 11 channels,6,9,10,combined
133,0.3875,7.5,3Hz width 11 channels,6,9,10,combined
134,0.3625,7.5,3Hz width 11 channels,6,9,10,combined
135,0.5125,7.5,3Hz width 11 channels,6,9,10,combined
136,0.4625,7.5,3Hz width 11 channels,6,9,10,combined
137,0.475,7.5,3Hz width 11 channels,6,9,10,combined
138,0.5875,7.5,3Hz width 11 channels,6,9,10,combined
139,0.4875,7.5,3Hz width 11 channels,6,9,10,combined
140,0.625,9.5,3Hz width 11 channels,8,11,10,combined
141,0.5,9.5,3Hz width 11 channels,8,11,10,combined
142,0.575,9.5,3Hz width 11 channels,8,11,10,combined
143,0.5875,9.5,3Hz width 11 channels,8,11,10,combined
144,0.4875,9.5,3Hz width 11 channels,8,11,10,combined
145,0.5125,9.5,3Hz width 11 channels,8,11,10,combined
146,0.6,9.5,3Hz width 11 channels,8,11,10,combined
147,0.65,9.5,3Hz width 11 channels,8,11,10,combined
148,0.5625,9.5,3Hz width 11 channels,8,11,10,combined
149,0.55,9.5,3Hz width 11 channels,8,11,10,combined
150,0.725,11.5,3Hz width 11 channels,10,13,10,combined
151,0.65,11.5,3Hz width 11 channels,10,13,10,combined
152,0.6125,11.5,3Hz width 11 channels,10,13,10,combined
153,0.5875,11.5,3Hz width 11 channels,10,13,10,combined
154,0.6,11.5,3Hz width 11 channels,10,13,10,combined
155,0.65,11.5,3Hz width 11 channels,10,13,10,combined
156,0.625,11.5,3Hz width 11 channels,10,13,10,combined
157,0.525,11.5,3Hz width 11 channels,10,13,10,combined
158,0.6,11.5,3Hz width 11 channels,10,13,10,combined
159,0.65,11.5,3Hz width 11 channels,10,13,10,combined
160,0.6625,13.5,3Hz width 11 channels,12,15,10,combined
161,0.575,13.5,3Hz width 11 channels,12,15,10,combined
162,0.575,13.5,3Hz width 11 channels,12,15,10,combined
163,0.65,13.5,3Hz width 11 channels,12,15,10,combined
164,0.65,13.5,3Hz width 11 channels,12,15,10,combined
165,0.575,13.5,3Hz width 11 channels,12,15,10,combined
166,0.5875,13.5,3Hz width 11 channels,12,15,10,combined
167,0.5375,13.5,3Hz width 11 channels,12,15,10,combined
168,0.7375,13.5,3Hz width 11 channels,12,15,10,combined
169,0.65,13.5,3Hz width 11 channels,12,15,10,combined
170,0.5375,15.5,3Hz width 11 channels,14,17,10,combined
171,0.4875,15.5,3Hz width 11 channels,14,17,10,combined
172,0.5375,15.5,3Hz width 11 channels,14,17,10,combined
173,0.45,15.5,3Hz width 11 channels,14,17,10,combined
174,0.5,15.5,3Hz width 11 channels,14,17,10,combined
175,0.5625,15.5,3Hz width 11 channels,14,17,10,combined
176,0.425,15.5,3Hz width 11 channels,14,17,10,combined
177,0.5125,15.5,3Hz width 11 channels,14,17,10,combined
178,0.6125,15.5,3Hz width 11 channels,14,17,10,combined
179,0.575,15.5,3Hz width 11 channels,14,17,10,combined
180,0.5125,7.0,6Hz width 11 channels,4,10,10,combined
181,0.4375,7.0,6Hz width 11 channels,4,10,10,combined
182,0.475,7.0,6Hz width 11 channels,4,10,10,combined
183,0.525,7.0,6Hz width 11 channels,4,10,10,combined
184,0.4125,7.0,6Hz width 11 channels,4,10,10,combined
185,0.4875,7.0,6Hz width 11 channels,4,10,10,combined
186,0.575,7.0,6Hz width 11 channels,4,10,10,combined
187,0.425,7.0,6Hz width 11 channels,4,10,10,combined
188,0.5375,7.0,6Hz width 11 channels,4,10,10,combined
189,0.55,7.0,6Hz width 11 channels,4,10,10,combined
190,0.625,11.0,6Hz width 11 channels,8,14,10,combined
191,0.625,11.0,6Hz width 11 channels,8,14,10,combined
192,0.45,11.0,6Hz width 11 channels,8,14,10,combined
193,0.55,11.0,6Hz width 11 channels,8,14,10,combined
194,0.625,11.0,6Hz width 11 channels,8,14,10,combined
195,0.65,11.0,6Hz width 11 channels,8,14,10,combined
196,0.6375,11.0,6Hz width 11 channels,8,14,10,combined
197,0.6125,11.0,6Hz width 11 channels,8,14,10,combined
198,0.6125,11.0,6Hz width 11 channels,8,14,10,combined
199,0.55,11.0,6Hz width 11 channels,8,14,10,combined
200,0.575,15.0,6Hz width 11 channels,12,18,10,combined
201,0.5875,15.0,6Hz width 11 channels,12,18,10,combined
202,0.6375,15.0,6Hz width 11 channels,12,18,10,combined
203,0.5375,15.0,6Hz width 11 channels,12,18,10,combined
204,0.5375,15.0,6Hz width 11 channels,12,18,10,combined
205,0.5375,15.0,6Hz width 11 channels,12,18,10,combined
206,0.5625,15.0,6Hz width 11 channels,12,18,10,combined
207,0.6375,15.0,6Hz width 11 channels,12,18,10,combined
208,0.525,15.0,6Hz width 11 channels,12,18,10,combined
209,0.65,15.0,6Hz width 11 channels,12,18,10,combined
0,0.475,4.5,1Hz width 11 channels,4,5,11,combined
1,0.45,4.5,1Hz width 11 channels,4,5,11,combined
2,0.5125,4.5,1Hz width 11 channels,4,5,11,combined
3,0.4625,4.5,1Hz width 11 channels,4,5,11,combined
4,0.475,4.5,1Hz width 11 channels,4,5,11,combined
5,0.4875,4.5,1Hz width 11 channels,4,5,11,combined
6,0.5375,4.5,1Hz width 11 channels,4,5,11,combined
7,0.4875,4.5,1Hz width 11 channels,4,5,11,combined
8,0.5375,4.5,1Hz width 11 channels,4,5,11,combined
9,0.4875,4.5,1Hz width 11 channels,4,5,11,combined
10,0.4875,5.5,1Hz width 11 channels,5,6,11,combined
11,0.5375,5.5,1Hz width 11 channels,5,6,11,combined
12,0.5375,5.5,1Hz width 11 channels,5,6,11,combined
13,0.5125,5.5,1Hz width 11 channels,5,6,11,combined
14,0.4875,5.5,1Hz width 11 channels,5,6,11,combined
15,0.475,5.5,1Hz width 11 channels,5,6,11,combined
16,0.525,5.5,1Hz width 11 channels,5,6,11,combined
17,0.475,5.5,1Hz width 11 channels,5,6,11,combined
18,0.5375,5.5,1Hz width 11 channels,5,6,11,combined
19,0.4875,5.5,1Hz width 11 channels,5,6,11,combined
20,0.5125,6.5,1Hz width 11 channels,6,7,11,combined
21,0.5,6.5,1Hz width 11 channels,6,7,11,combined
22,0.55,6.5,1Hz width 11 channels,6,7,11,combined
23,0.6375,6.5,1Hz width 11 channels,6,7,11,combined
24,0.575,6.5,1Hz width 11 channels,6,7,11,combined
25,0.6,6.5,1Hz width 11 channels,6,7,11,combined
26,0.5,6.5,1Hz width 11 channels,6,7,11,combined
27,0.475,6.5,1Hz width 11 channels,6,7,11,combined
28,0.4875,6.5,1Hz width 11 channels,6,7,11,combined
29,0.5375,6.5,1Hz width 11 channels,6,7,11,combined
30,0.5125,7.5,1Hz width 11 channels,7,8,11,combined
31,0.425,7.5,1Hz width 11 channels,7,8,11,combined
32,0.525,7.5,1Hz width 11 channels,7,8,11,combined
33,0.6375,7.5,1Hz width 11 channels,7,8,11,combined
34,0.4625,7.5,1Hz width 11 channels,7,8,11,combined
35,0.6,7.5,1Hz width 11 channels,7,8,11,combined
36,0.5,7.5,1Hz width 11 channels,7,8,11,combined
37,0.475,7.5,1Hz width 11 channels,7,8,11,combined
38,0.475,7.5,1Hz width 11 channels,7,8,11,combined
39,0.4375,7.5,1Hz width 11 channels,7,8,11,combined
40,0.4125,8.5,1Hz width 11 channels,8,9,11,combined
41,0.475,8.5,1Hz width 11 channels,8,9,11,combined
42,0.475,8.5,1Hz width 11 channels,8,9,11,combined
43,0.5,8.5,1Hz width 11 channels,8,9,11,combined
44,0.4,8.5,1Hz width 11 channels,8,9,11,combined
45,0.5375,8.5,1Hz width 11 channels,8,9,11,combined
46,0.425,8.5,1Hz width 11 channels,8,9,11,combined
47,0.425,8.5,1Hz width 11 channels,8,9,11,combined
48,0.4625,8.5,1Hz width 11 channels,8,9,11,combined
49,0.425,8.5,1Hz width 11 channels,8,9,11,combined
50,0.4625,9.5,1Hz width 11 channels,9,10,11,combined
51,0.575,9.5,1Hz width 11 channels,9,10,11,combined
52,0.4125,9.5,1Hz width 11 channels,9,10,11,combined
53,0.475,9.5,1Hz width 11 channels,9,10,11,combined
54,0.4625,9.5,1Hz width 11 channels,9,10,11,combined
55,0.55,9.5,1Hz width 11 channels,9,10,11,combined
56,0.4375,9.5,1Hz width 11 channels,9,10,11,combined
57,0.525,9.5,1Hz width 11 channels,9,10,11,combined
58,0.4625,9.5,1Hz width 11 channels,9,10,11,combined
59,0.5375,9.5,1Hz width 11 channels,9,10,11,combined
60,0.4625,10.5,1Hz width 11 channels,10,11,11,combined
61,0.475,10.5,1Hz width 11 channels,10,11,11,combined
62,0.5375,10.5,1Hz width 11 channels,10,11,11,combined
63,0.525,10.5,1Hz width 11 channels,10,11,11,combined
64,0.4875,10.5,1Hz width 11 channels,10,11,11,combined
65,0.4875,10.5,1Hz width 11 channels,10,11,11,combined
66,0.6,10.5,1Hz width 11 channels,10,11,11,combined
67,0.4625,10.5,1Hz width 11 channels,10,11,11,combined
68,0.45,10.5,1Hz width 11 channels,10,11,11,combined
69,0.475,10.5,1Hz width 11 channels,10,11,11,combined
70,0.5875,11.5,1Hz width 11 channels,11,12,11,combined
71,0.55,11.5,1Hz width 11 channels,11,12,11,combined
72,0.6875,11.5,1Hz width 11 channels,11,12,11,combined
73,0.55,11.5,1Hz width 11 channels,11,12,11,combined
74,0.6125,11.5,1Hz width 11 channels,11,12,11,combined
75,0.6125,11.5,1Hz width 11 channels,11,12,11,combined
76,0.5125,11.5,1Hz width 11 channels,11,12,11,combined
77,0.55,11.5,1Hz width 11 channels,11,12,11,combined
78,0.6,11.5,1Hz width 11 channels,11,12,11,combined
79,0.5,11.5,1Hz width 11 channels,11,12,11,combined
80,0.5375,12.5,1Hz width 11 channels,12,13,11,combined
81,0.6125,12.5,1Hz width 11 channels,12,13,11,combined
82,0.575,12.5,1Hz width 11 channels,12,13,11,combined
83,0.5875,12.5,1Hz width 11 channels,12,13,11,combined
84,0.55,12.5,1Hz width 11 channels,12,13,11,combined
85,0.575,12.5,1Hz width 11 channels,12,13,11,combined
86,0.6125,12.5,1Hz width 11 channels,12,13,11,combined
87,0.5,12.5,1Hz width 11 channels,12,13,11,combined
88,0.5125,12.5,1Hz width 11 channels,12,13,11,combined
89,0.5125,12.5,1Hz width 11 channels,12,13,11,combined
90,0.575,13.5,1Hz width 11 channels,13,14,11,combined
91,0.6,13.5,1Hz width 11 channels,13,14,11,combined
92,0.6125,13.5,1Hz width 11 channels,13,14,11,combined
93,0.5,13.5,1Hz width 11 channels,13,14,11,combined
94,0.625,13.5,1Hz width 11 channels,13,14,11,combined
95,0.6,13.5,1Hz width 11 channels,13,14,11,combined
96,0.6625,13.5,1Hz width 11 channels,13,14,11,combined
97,0.6,13.5,1Hz width 11 channels,13,14,11,combined
98,0.625,13.5,1Hz width 11 channels,13,14,11,combined
99,0.6625,13.5,1Hz width 11 channels,13,14,11,combined
100,0.5625,14.5,1Hz width 11 channels,14,15,11,combined
101,0.6,14.5,1Hz width 11 channels,14,15,11,combined
102,0.575,14.5,1Hz width 11 channels,14,15,11,combined
103,0.55,14.5,1Hz width 11 channels,14,15,11,combined
104,0.45,14.5,1Hz width 11 channels,14,15,11,combined
105,0.5,14.5,1Hz width 11 channels,14,15,11,combined
106,0.6,14.5,1Hz width 11 channels,14,15,11,combined
107,0.5375,14.5,1Hz width 11 channels,14,15,11,combined
108,0.525,14.5,1Hz width 11 channels,14,15,11,combined
109,0.55,14.5,1Hz width 11 channels,14,15,11,combined
110,0.5,15.5,1Hz width 11 channels,15,16,11,combined
111,0.5125,15.5,1Hz width 11 channels,15,16,11,combined
112,0.5125,15.5,1Hz width 11 channels,15,16,11,combined
113,0.575,15.5,1Hz width 11 channels,15,16,11,combined
114,0.475,15.5,1Hz width 11 channels,15,16,11,combined
115,0.65,15.5,1Hz width 11 channels,15,16,11,combined
116,0.55,15.5,1Hz width 11 channels,15,16,11,combined
117,0.525,15.5,1Hz width 11 channels,15,16,11,combined
118,0.5125,15.5,1Hz width 11 channels,15,16,11,combined
119,0.5375,15.5,1Hz width 11 channels,15,16,11,combined
120,0.55,5.5,3Hz width 11 channels,4,7,11,combined
121,0.4375,5.5,3Hz width 11 channels,4,7,11,combined
122,0.575,5.5,3Hz width 11 channels,4,7,11,combined
123,0.475,5.5,3Hz width 11 channels,4,7,11,combined
124,0.475,5.5,3Hz width 11 channels,4,7,11,combined
125,0.4875,5.5,3Hz width 11 channels,4,7,11,combined
126,0.5125,5.5,3Hz width 11 channels,4,7,11,combined
127,0.525,5.5,3Hz width 11 channels,4,7,11,combined
128,0.5125,5.5,3Hz width 11 channels,4,7,11,combined
129,0.575,5.5,3Hz width 11 channels,4,7,11,combined
130,0.4625,7.5,3Hz width 11 channels,6,9,11,combined
131,0.45,7.5,3Hz width 11 channels,6,9,11,combined
132,0.4875,7.5,3Hz width 11 channels,6,9,11,combined
133,0.4875,7.5,3Hz width 11 channels,6,9,11,combined
134,0.45,7.5,3Hz width 11 channels,6,9,11,combined
135,0.475,7.5,3Hz width 11 channels,6,9,11,combined
136,0.45,7.5,3Hz width 11 channels,6,9,11,combined
137,0.45,7.5,3Hz width 11 channels,6,9,11,combined
138,0.475,7.5,3Hz width 11 channels,6,9,11,combined
139,0.4375,7.5,3Hz width 11 channels,6,9,11,combined
140,0.4875,9.5,3Hz width 11 channels,8,11,11,combined
141,0.5625,9.5,3Hz width 11 channels,8,11,11,combined
142,0.425,9.5,3Hz width 11 channels,8,11,11,combined
143,0.4875,9.5,3Hz width 11 channels,8,11,11,combined
144,0.475,9.5,3Hz width 11 channels,8,11,11,combined
145,0.3625,9.5,3Hz width 11 channels,8,11,11,combined
146,0.4375,9.5,3Hz width 11 channels,8,11,11,combined
147,0.5125,9.5,3Hz width 11 channels,8,11,11,combined
148,0.575,9.5,3Hz width 11 channels,8,11,11,combined
149,0.4875,9.5,3Hz width 11 channels,8,11,11,combined
150,0.525,11.5,3Hz width 11 channels,10,13,11,combined
151,0.5,11.5,3Hz width 11 channels,10,13,11,combined
152,0.5375,11.5,3Hz width 11 channels,10,13,11,combined
153,0.5625,11.5,3Hz width 11 channels,10,13,11,combined
154,0.6,11.5,3Hz width 11 channels,10,13,11,combined
155,0.6,11.5,3Hz width 11 channels,10,13,11,combined
156,0.5625,11.5,3Hz width 11 channels,10,13,11,combined
157,0.55,11.5,3Hz width 11 channels,10,13,11,combined
158,0.4375,11.5,3Hz width 11 channels,10,13,11,combined
159,0.4125,11.5,3Hz width 11 channels,10,13,11,combined
160,0.6125,13.5,3Hz width 11 channels,12,15,11,combined
161,0.5625,13.5,3Hz width 11 channels,12,15,11,combined
162,0.6125,13.5,3Hz width 11 channels,12,15,11,combined
163,0.5375,13.5,3Hz width 11 channels,12,15,11,combined
164,0.575,13.5,3Hz width 11 channels,12,15,11,combined
165,0.5875,13.5,3Hz width 11 channels,12,15,11,combined
166,0.5,13.5,3Hz width 11 channels,12,15,11,combined
167,0.55,13.5,3Hz width 11 channels,12,15,11,combined
168,0.5375,13.5,3Hz width 11 channels,12,15,11,combined
169,0.5,13.5,3Hz width 11 channels,12,15,11,combined
170,0.475,15.5,3Hz width 11 channels,14,17,11,combined
171,0.5,15.5,3Hz width 11 channels,14,17,11,combined
172,0.5,15.5,3Hz width 11 channels,14,17,11,combined
173,0.525,15.5,3Hz width 11 channels,14,17,11,combined
174,0.4625,15.5,3Hz width 11 channels,14,17,11,combined
175,0.525,15.5,3Hz width 11 channels,14,17,11,combined
176,0.525,15.5,3Hz width 11 channels,14,17,11,combined
177,0.6,15.5,3Hz width 11 channels,14,17,11,combined
178,0.5375,15.5,3Hz width 11 channels,14,17,11,combined
179,0.6125,15.5,3Hz width 11 channels,14,17,11,combined
180,0.45,7.0,6Hz width 11 channels,4,10,11,combined
181,0.5125,7.0,6Hz width 11 channels,4,10,11,combined
182,0.525,7.0,6Hz width 11 channels,4,10,11,combined
183,0.55,7.0,6Hz width 11 channels,4,10,11,combined
184,0.4375,7.0,6Hz width 11 channels,4,10,11,combined
185,0.525,7.0,6Hz width 11 channels,4,10,11,combined
186,0.4875,7.0,6Hz width 11 channels,4,10,11,combined
187,0.425,7.0,6Hz width 11 channels,4,10,11,combined
188,0.525,7.0,6Hz width 11 channels,4,10,11,combined
189,0.5,7.0,6Hz width 11 channels,4,10,11,combined
190,0.525,11.0,6Hz width 11 channels,8,14,11,combined
191,0.55,11.0,6Hz width 11 channels,8,14,11,combined
192,0.475,11.0,6Hz width 11 channels,8,14,11,combined
193,0.5,11.0,6Hz width 11 channels,8,14,11,combined
194,0.4875,11.0,6Hz width 11 channels,8,14,11,combined
195,0.525,11.0,6Hz width 11 channels,8,14,11,combined
196,0.525,11.0,6Hz width 11 channels,8,14,11,combined
197,0.525,11.0,6Hz width 11 channels,8,14,11,combined
198,0.45,11.0,6Hz width 11 channels,8,14,11,combined
199,0.55,11.0,6Hz width 11 channels,8,14,11,combined
200,0.5,15.0,6Hz width 11 channels,12,18,11,combined
201,0.525,15.0,6Hz width 11 channels,12,18,11,combined
202,0.575,15.0,6Hz width 11 channels,12,18,11,combined
203,0.4875,15.0,6Hz width 11 channels,12,18,11,combined
204,0.575,15.0,6Hz width 11 channels,12,18,11,combined
205,0.5,15.0,6Hz width 11 channels,12,18,11,combined
206,0.55,15.0,6Hz width 11 channels,12,18,11,combined
207,0.475,15.0,6Hz width 11 channels,12,18,11,combined
208,0.5875,15.0,6Hz width 11 channels,12,18,11,combined
209,0.5625,15.0,6Hz width 11 channels,12,18,11,combined
0,0.5428571428571428,4.5,1Hz width 11 channels,4,5,12,combined
1,0.4142857142857143,4.5,1Hz width 11 channels,4,5,12,combined
2,0.5428571428571428,4.5,1Hz width 11 channels,4,5,12,combined
3,0.5285714285714286,4.5,1Hz width 11 channels,4,5,12,combined
4,0.5,4.5,1Hz width 11 channels,4,5,12,combined
5,0.4,4.5,1Hz width 11 channels,4,5,12,combined
6,0.4142857142857143,4.5,1Hz width 11 channels,4,5,12,combined
7,0.3857142857142857,4.5,1Hz width 11 channels,4,5,12,combined
8,0.4714285714285714,4.5,1Hz width 11 channels,4,5,12,combined
9,0.5714285714285714,4.5,1Hz width 11 channels,4,5,12,combined
10,0.5714285714285714,5.5,1Hz width 11 channels,5,6,12,combined
11,0.4714285714285714,5.5,1Hz width 11 channels,5,6,12,combined
12,0.3571428571428571,5.5,1Hz width 11 channels,5,6,12,combined
13,0.4428571428571428,5.5,1Hz width 11 channels,5,6,12,combined
14,0.4571428571428571,5.5,1Hz width 11 channels,5,6,12,combined
15,0.5,5.5,1Hz width 11 channels,5,6,12,combined
16,0.4428571428571428,5.5,1Hz width 11 channels,5,6,12,combined
17,0.5,5.5,1Hz width 11 channels,5,6,12,combined
18,0.4714285714285714,5.5,1Hz width 11 channels,5,6,12,combined
19,0.5571428571428572,5.5,1Hz width 11 channels,5,6,12,combined
20,0.6,6.5,1Hz width 11 channels,6,7,12,combined
21,0.4285714285714285,6.5,1Hz width 11 channels,6,7,12,combined
22,0.5285714285714286,6.5,1Hz width 11 channels,6,7,12,combined
23,0.5142857142857142,6.5,1Hz width 11 channels,6,7,12,combined
24,0.5714285714285714,6.5,1Hz width 11 channels,6,7,12,combined
25,0.4857142857142857,6.5,1Hz width 11 channels,6,7,12,combined
26,0.6,6.5,1Hz width 11 channels,6,7,12,combined
27,0.5285714285714286,6.5,1Hz width 11 channels,6,7,12,combined
28,0.5142857142857142,6.5,1Hz width 11 channels,6,7,12,combined
29,0.5857142857142857,6.5,1Hz width 11 channels,6,7,12,combined
30,0.5857142857142857,7.5,1Hz width 11 channels,7,8,12,combined
31,0.5857142857142857,7.5,1Hz width 11 channels,7,8,12,combined
32,0.5428571428571428,7.5,1Hz width 11 channels,7,8,12,combined
33,0.4857142857142857,7.5,1Hz width 11 channels,7,8,12,combined
34,0.5,7.5,1Hz width 11 channels,7,8,12,combined
35,0.5571428571428572,7.5,1Hz width 11 channels,7,8,12,combined
36,0.5714285714285714,7.5,1Hz width 11 channels,7,8,12,combined
37,0.6571428571428571,7.5,1Hz width 11 channels,7,8,12,combined
38,0.5428571428571428,7.5,1Hz width 11 channels,7,8,12,combined
39,0.5714285714285714,7.5,1Hz width 11 channels,7,8,12,combined
40,0.4571428571428571,8.5,1Hz width 11 channels,8,9,12,combined
41,0.5571428571428572,8.5,1Hz width 11 channels,8,9,12,combined
42,0.5857142857142857,8.5,1Hz width 11 channels,8,9,12,combined
43,0.6571428571428571,8.5,1Hz width 11 channels,8,9,12,combined
44,0.5428571428571428,8.5,1Hz width 11 channels,8,9,12,combined
45,0.5571428571428572,8.5,1Hz width 11 channels,8,9,12,combined
46,0.5142857142857142,8.5,1Hz width 11 channels,8,9,12,combined
47,0.6571428571428571,8.5,1Hz width 11 channels,8,9,12,combined
48,0.5428571428571428,8.5,1Hz width 11 channels,8,9,12,combined
49,0.5142857142857142,8.5,1Hz width 11 channels,8,9,12,combined
50,0.5714285714285714,9.5,1Hz width 11 channels,9,10,12,combined
51,0.6142857142857143,9.5,1Hz width 11 channels,9,10,12,combined
52,0.5857142857142857,9.5,1Hz width 11 channels,9,10,12,combined
53,0.6142857142857143,9.5,1Hz width 11 channels,9,10,12,combined
54,0.5857142857142857,9.5,1Hz width 11 channels,9,10,12,combined
55,0.5142857142857142,9.5,1Hz width 11 channels,9,10,12,combined
56,0.6142857142857143,9.5,1Hz width 11 channels,9,10,12,combined
57,0.5571428571428572,9.5,1Hz width 11 channels,9,10,12,combined
58,0.5428571428571428,9.5,1Hz width 11 channels,9,10,12,combined
59,0.6428571428571429,9.5,1Hz width 11 channels,9,10,12,combined
60,0.5714285714285714,10.5,1Hz width 11 channels,10,11,12,combined
61,0.6571428571428571,10.5,1Hz width 11 channels,10,11,12,combined
62,0.6285714285714286,10.5,1Hz width 11 channels,10,11,12,combined
63,0.6571428571428571,10.5,1Hz width 11 channels,10,11,12,combined
64,0.5428571428571428,10.5,1Hz width 11 channels,10,11,12,combined
65,0.6142857142857143,10.5,1Hz width 11 channels,10,11,12,combined
66,0.6142857142857143,10.5,1Hz width 11 channels,10,11,12,combined
67,0.5714285714285714,10.5,1Hz width 11 channels,10,11,12,combined
68,0.5428571428571428,10.5,1Hz width 11 channels,10,11,12,combined
69,0.5857142857142857,10.5,1Hz width 11 channels,10,11,12,combined
70,0.5714285714285714,11.5,1Hz width 11 channels,11,12,12,combined
71,0.6,11.5,1Hz width 11 channels,11,12,12,combined
72,0.6285714285714286,11.5,1Hz width 11 channels,11,12,12,combined
73,0.6571428571428571,11.5,1Hz width 11 channels,11,12,12,combined
74,0.5142857142857142,11.5,1Hz width 11 channels,11,12,12,combined
75,0.7142857142857143,11.5,1Hz width 11 channels,11,12,12,combined
76,0.7,11.5,1Hz width 11 channels,11,12,12,combined
77,0.6428571428571429,11.5,1Hz width 11 channels,11,12,12,combined
78,0.6,11.5,1Hz width 11 channels,11,12,12,combined
79,0.6285714285714286,11.5,1Hz width 11 channels,11,12,12,combined
80,0.5571428571428572,12.5,1Hz width 11 channels,12,13,12,combined
81,0.5428571428571428,12.5,1Hz width 11 channels,12,13,12,combined
82,0.5,12.5,1Hz width 11 channels,12,13,12,combined
83,0.4571428571428571,12.5,1Hz width 11 channels,12,13,12,combined
